STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,sizeclas,Size classes in number of employees,indic_sbs,Economic indicator for structural business statistics,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G472,"Retail sale of food, beverages and tobacco in specialised stores",LT,Lithuania,2022,,82.35,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G472,"Retail sale of food, beverages and tobacco in specialised stores",LT,Lithuania,2023,,76.19,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G473,Retail sale of automotive fuel in specialised stores,LT,Lithuania,2022,,100.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G473,Retail sale of automotive fuel in specialised stores,LT,Lithuania,2023,,66.67,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G474,Retail sale of information and communication equipment in specialised stores,LT,Lithuania,2022,,90.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G474,Retail sale of information and communication equipment in specialised stores,LT,Lithuania,2023,,93.75,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G475,Retail sale of other household equipment in specialised stores,LT,Lithuania,2022,,83.70,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G475,Retail sale of other household equipment in specialised stores,LT,Lithuania,2023,,91.45,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G476,Retail sale of cultural and recreation goods in specialised stores,LT,Lithuania,2022,,82.86,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G476,Retail sale of cultural and recreation goods in specialised stores,LT,Lithuania,2023,,91.43,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G477,Retail sale of other goods in specialised stores,LT,Lithuania,2022,,80.42,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G477,Retail sale of other goods in specialised stores,LT,Lithuania,2023,,77.98,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G478,Retail sale via stalls and markets,LT,Lithuania,2022,,56.73,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G478,Retail sale via stalls and markets,LT,Lithuania,2023,,55.54,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G479,"Retail trade not in stores, stalls or markets",LT,Lithuania,2022,,76.28,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",G479,"Retail trade not in stores, stalls or markets",LT,Lithuania,2023,,74.39,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",H,Transportation and storage,LT,Lithuania,2022,,62.43,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",H,Transportation and storage,LT,Lithuania,2023,,59.66,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",H49,Land transport and transport via pipelines,LT,Lithuania,2022,,66.96,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",H49,Land transport and transport via pipelines,LT,Lithuania,2023,,61.52,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",H50,Water transport,LT,Lithuania,2022,,100.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",H50,Water transport,LT,Lithuania,2023,,62.50,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",H51,Air transport,LT,Lithuania,2022,,76.71,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",H51,Air transport,LT,Lithuania,2023,,80.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",H52,Warehousing and support activities for transportation,LT,Lithuania,2022,,75.89,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",H52,Warehousing and support activities for transportation,LT,Lithuania,2023,,74.50,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",H53,Postal and courier activities,LT,Lithuania,2022,,56.83,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",H53,Postal and courier activities,LT,Lithuania,2023,,56.25,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",I,Accommodation and food service activities,LT,Lithuania,2022,,78.48,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",I,Accommodation and food service activities,LT,Lithuania,2023,,77.58,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",I55,Accommodation,LT,Lithuania,2022,,76.34,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",I55,Accommodation,LT,Lithuania,2023,,76.29,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",I56,Food and beverage service activities,LT,Lithuania,2022,,82.02,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",I56,Food and beverage service activities,LT,Lithuania,2023,,80.65,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",ICT,Information and Communication Technology - total,LT,Lithuania,2022,,75.34,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",ICT,Information and Communication Technology - total,LT,Lithuania,2023,,78.51,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J,Information and communication,LT,Lithuania,2022,,76.53,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J,Information and communication,LT,Lithuania,2023,,78.11,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J58,Publishing activities,LT,Lithuania,2022,,78.33,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J58,Publishing activities,LT,Lithuania,2023,,82.96,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J59,"Motion picture, video and television programme production, sound recording and music publishing activities",LT,Lithuania,2022,,81.19,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J59,"Motion picture, video and television programme production, sound recording and music publishing activities",LT,Lithuania,2023,,78.09,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J60,Programming and broadcasting activities,LT,Lithuania,2022,,73.08,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J60,Programming and broadcasting activities,LT,Lithuania,2023,,85.71,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J61,Telecommunications,LT,Lithuania,2022,,71.43,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J61,Telecommunications,LT,Lithuania,2023,,72.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J62,"Computer programming, consultancy and related activities",LT,Lithuania,2022,,76.78,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J62,"Computer programming, consultancy and related activities",LT,Lithuania,2023,,80.19,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J620,"Computer programming, consultancy and related activities",LT,Lithuania,2022,,76.78,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J620,"Computer programming, consultancy and related activities",LT,Lithuania,2023,,80.19,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J6201,Computer programming activities,LT,Lithuania,2022,,77.34,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J6201,Computer programming activities,LT,Lithuania,2023,,81.32,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J6202,Computer consultancy activities,LT,Lithuania,2022,,82.32,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J6202,Computer consultancy activities,LT,Lithuania,2023,,80.10,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J6203,Computer facilities management activities,LT,Lithuania,2022,,62.50,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J6203,Computer facilities management activities,LT,Lithuania,2023,,86.11,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J6209,Other information technology and computer service activities,LT,Lithuania,2022,,71.60,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J6209,Other information technology and computer service activities,LT,Lithuania,2023,,74.12,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J63,Information service activities,LT,Lithuania,2022,,71.79,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",J63,Information service activities,LT,Lithuania,2023,,68.31,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",K,Financial and insurance activities,LT,Lithuania,2022,,64.58,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",K,Financial and insurance activities,LT,Lithuania,2023,,74.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",K64,"Financial service activities, except insurance and pension funding",LT,Lithuania,2022,,63.89,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",K64,"Financial service activities, except insurance and pension funding",LT,Lithuania,2023,,88.89,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",K65,"Insurance, reinsurance and pension funding, except compulsory social security",LT,Lithuania,2023,,100.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",K66,Activities auxiliary to financial services and insurance activities,LT,Lithuania,2022,,66.67,,,,,
